"Time Study from ,""2020-12-01 12:17:35"""
"Statistic values,""Lap time"",""IM"",""TMU"",""DM"",""HM"",""CYCLE"""
"Averages,""00:08,497"",""0,24"",""0,14"",""13"",""236"",""17"""
"Min values,""00:00,639"",""0,02"",""0,01"",""1"",""18"",""1"""
"Min values,""01:23,197"",""2,31"",""1,39"",""138"",""2311"",""94"""
"Lap No,""Time"",""Total time"",""Seconds consecutive"",""Lap time"",""IMa"",""TMU"",""DMa"",""HM"",""CYCLE"",""LONG_LAP_UPDATED_TIME (can be deleted by user)"",""LONG_UPDATED_TIME (can be deleted by user)"""
"116,""12:01:54"",""14:21,459"",""861"",""00:05,182"",""0,143944"",""143,944443"",""0,086367"",""8"",""11,578541"",""5182"",""861459"""
"117,""12:01:57"",""14:24,554"",""864"",""00:03,095"",""0,085972"",""85,972221"",""0,051583"",""5"",""19,386106"",""3095"",""864554"""
"118,""12:02:01"",""14:28,252"",""868"",""00:03,698"",""0,102722"",""102,722221"",""0,061633"",""6"",""16,224987"",""3698"",""868252"""
"119,""12:02:05"",""14:32,505"",""872"",""00:04,253"",""0,118139"",""118,138885"",""0,070883"",""7"",""14,107690"",""4253"",""872505"""
"120,""12:02:07"",""14:34,510"",""874"",""00:02,005"",""0,055694"",""55,694443"",""0,033417"",""3"",""29,925184"",""2005"",""874510"""
"121,""12:02:11"",""14:38,288"",""878"",""00:03,778"",""0,104944"",""104,944443"",""0,062967"",""6"",""15,881418"",""3778"",""878288"""
"122,""12:02:14"",""14:40,770"",""880"",""00:02,482"",""0,068944"",""68,944443"",""0,041367"",""4"",""24,174051"",""2482"",""880770"""
"123,""12:02:15"",""14:42,086"",""882"",""00:01,316"",""0,036556"",""36,555557"",""0,021933"",""2"",""45,592705"",""1316"",""882086"""
"124,""12:02:19"",""14:45,996"",""885"",""00:03,910"",""0,108611"",""108,611115"",""0,065167"",""6"",""15,345268"",""3910"",""885996"""
"125,""12:03:42"",""16:09,193"",""969"",""01:23,197"",""2,311028"",""2311,027832"",""1,386617"",""138"",""0,721180"",""83197"",""969193"""
